doc,date,description
027,Oct 28th 1631, That the London's beer stinketh: 20 butts being cast overboard~ that the wine was generally as bad as ever went for India and that the beef is tainted and riseth very small.
027,Jan 31st 1631, Gabriell Rennicott per Sir~ dated aboard the January 31 1631~ the James adviseth that himself was put from his place of Purser's mate of the Great James because~ according to the Company's order~ he was careful to look to private trade.
027,Jan 31st 1631, That private trade is grown so strong that he is unhappy in India who shows out an ill will there so.
027,Jan 31st 1631, That Mr. Willoughby~ Mr. Barnes~ and others were displaced for striving to suppress private trade.
027,Jan 31st 1631, The Company's chief servants cherish private trade.
027,Jan 31st 1631, The Chief and Stationer at Bantam are disordered and not only use great private trade themselves~ but connive at it in others~ as appeared by the great abundance brought in the James and Blessing from Surat to Bantam.
027,Jan 31st 1631, The private trade of the merchants at Surat to Persia was greater than that from Surat to Bantam.
027,Jan 31st 1631, That from Surat came upon the James four hundred and six bales of private trade and on the Blessing two hundred forty-six. Used for in the said James for Capt. Morton zum Sohn 24 bales.
028,NA, And for extenuating men 48 put into the James at Timatra~ the owners not known.
028,NA, More: 16 bales belonging to the estate of John Lawrence~ surgeon~ deceased~ which should have been 21 bales.
028,NA, And~ 8 bales for Thomas Clarke~ surgeon~ who came home in the Paulsgrove~ and knows of much private trade.
028,NA, Thomas further declares that the aforementioned particulars~ with others not known to the said Kennicott~ would amount to about 700 bales carried from Surat to Bantam in the James & Blessing~ of which the Company’s cargo being deducted~ the remainder of the said 700 bales will be only private trade.
029,NA, Skibbowe: That the stay at Bantam 40 days~ rather to vend private trade than otherwise (because lading was ready)~ was the cause of the loss of the monsoon to Surat. Notwithstanding~ they had the help of many Dutch frigates and sloops~ with bought parts~ and yet the market at Bantam was filled. Besides~ some were sent to Jambee on the Simon & Jude~ and the Dove~ and some on the Star to Macassar. Yet the James~ at her first departure from Bantam~ carried back to Surat above 100 bales~ and~ returning to Bantam~ unloaded part there~ and put part aboard the Paulsgrove.
029,NA, Skibbowe: The private traders made their return to Surat in spice~ chiefly in cloves.
029,Jul 15th 1631, 20 pieces of calicoes were sent home by Mr. Paynes to Mr. Woolhouse.
029,Jul 15th 1631, 60 lbs of Persian silk were sent from William Gibson to Mr. Jones.
029,Jul 22nd 1631, Capt. Weddell's private trade and other objections against him were handled.
029,Jul 22nd 1631, John Jay~ a private trader~ carried 14 cwt of spices and drugs~ 100 pieces of black taffetas~ and 56 pieces of calicoes.
029,Jul 27th 1631, George Gosnell~ a private trader~ brought home 7 cwt of indigo by his wife.
029,Jul 27th 1631, Thomas Cooke and Robert Mayne~ Thomas Colly returned in the Swallow~ carrying out with him to the Indies two red clothes~ livers~ and sword blades to the value of £80. With the proceeds thereof~ he became a great private trader.
030,Jul 30th 1631, Francis Coyd’s private trade complained of.
030,Aug 5th 1631, Francis Lloyd charged with private trade. 800 bags of rice~ 13 casks of green ginger~ 14 hogsheads of tobacco. He was also accused of carrying a linguist and two brokers for Persia and keeping a house at the Company's charge to vent his own goods. Mr. Wylde confessed to 7 bales of private trade.
030,Oct 5th 1631, Mr. Wylde~ Mr. Page~ and Mr. Swanley were questioned about private trade and other misdemeanors~ as per court records.
030,Oct 7th 1631, Mr. Iessen was such a significant private trader that the freight of his goods came to 295.
030,Oct 12th 1631, Mr. Page's private trade included diamonds~ calicoes~ indigo~ and debts recorded in the Persian's book.
030,Oct 14th 1631, Mr. Page was fined 250d for breaking covenants~ freight violations~ and private trade.
030,Nov 18th 1631, Capt. Waulen was questioned for 380 worth of goods taken from a junk he had seized. He confessed to having a parcel of opium.
030,Nov 25th 1631, Thomas Colly's private trade totaled 200~ with a fine of 30.
030,Jan 4th 1632, John Lawrence~ a surgeon and boatswain~ who had sailed on the second voyage~ carried out quicksilver and lead worth 3000~ with a portion of it in each of the said commissioners' accounts.
030,Jan 16th 1632, Capt. Bickley's freight: 157-5-0.
030,Jan 20th 1632, Mr. Vyans' freight for private trade: 184-15-0.
030,Jan 27th 1632, Capt. Weddell's fine for private trade and freight: 800~ of which 400 was remitted.
031,Feb 29th 1631, 8000 Rupees of Gregory Clements' left in the Indies to be brought to the Company's cash.
031,Mar 9th 1631, Capt. Swaulen was blamed for discharging 5 landmen at Gravesend~ stripped by the Committees~ and entertaining 6 landmen in their stead.
031,Apr 1631, A list of private trade carried in the Blessing for Bantam.
031,May 18th 1633, Idem in court by Francis Stockton.
031,Jun 7th 1633, Mr. Haynes was much complained of for gaming with Capt. Bickley. Mr. Lobbs reported at a Court of Committees that he lost 1000 in one night. This was confirmed by Manford and Ridgway.
032,Jun 7th 1633, Calico sent home~ & sold. Exceed determined. He spends 300 tomans per annum though his wages were but 20 per annum.
032,Jun NA 1633, Walter Mountfort's remonstrance concerning private trade and other abuses exhibited in Court.
032,1630, Richard Cooper for his own account brought from Spahan to Combrone 11 bales of silk sold to the Company at 45 tomans per bale~ 6 bales of carpets and camlets~ 3 chests of rack~ 2 chests of apparel. These were bought for him by Mr. Pinder and Mr. Gibson. He spends 300 tomans yearly when his wages was but 20 per annum.
032,NA, The power given to pursers is so great that they dare do anything without control. Coming into the Road of Swally~ they are purely sent on shore~ pretending the Company's service~ which is nothing less. First~ they sell their own private goods such as quiet silver~ lead in bars~ vermillion~ and coral~ most vendible~ otherwise the Company's goods of the like nature (if first landed) might come to a far better market than usually they do if their going on shore were prevented.
032,NA, Next~ they buy up all the best commodities most vendible in Persia~ such as calicoes~ byamis~ rannikeens~ chintz~ cotton-wool~ cardamoms~ indigo~ and tobacco~ whereof they yearly make at least 50 li. per C.~ and many years 2: p: 1: nay some years more. The Company might easily prevent this by sending a faithful servant first on shore to buy the like commodities~ which would hinder the private trade both of India and Persia. Otherwise~ their money lies dead and gives occasion to their chief ministers in Persia to arrest a great part for their own particular~ as by their own letters delivered to the Company already may appear.
033,NA, Lastly~ these pursers~ by fathering fine goods of the Persians with some upon the Company's ships from India~ not only cozen the Crown and Company of Customs but will~ in time (if not seriously looked into)~ cause the Company to lose the whole custom. For this offense~ the purser of the Blessing~ in the year 1630~ was twice reprimanded.
033,Apr 6th 1632, John Kingston~ purser of the Porte~ was blamed for not assisting his Langley land purser to land the private trade of W. Coop~ a sailor~ which included half a cask of quicksilver and a stamell cloth. Additionally~ he failed to assist with Joseph Doroneham's goods~ including a stamell and a half. Kingston is to be questioned upon his return.
033,Apr 13th 1632, Chests of coral (private trade) belonging to Mr. Swordbearer were detained in the Downs. The business was handled on June 6~ 1632.
033,Jul 9th 1632, A consultation held in Bantam: William Minno~ master~ Henry Olton~ purser~ and William Broadbank~ mate of the Speedwell~ along with the other master~ mate~ and steward of the ship~ were protested against by Mr. Richard Barnaby for their improper haste in selling their private trade at Teco and Priaman on the west coast of Sumatra. They converted the proceeds into black pepper and gold~ to the great prejudice of the Company. By this means~ 50 bales of the Company's goods were left unsold~ carried to a less favorable market~ and the ship was deprived of her full lading. The censure for this matter was referred home.
033,Aug 2nd 1633, Mentioned in court.
034,Jan 3rd 1632, A complaint against Broadbank was made by Mr. Barnaby in a letter describing him as a pompous and insolent fellow. By force~ he took from Mr. Barnaby four bales of his own private goods~ including 9 corge of Papechindaes~ 5 corge of blue bastas~ 3 corge of white bastas~ 2 corge of canikins which cost 300 pounds. These goods were seized by Mr. Barnaby for the Company's use.
034,Jun 13th 1632, Mr. Muschamp was charged with 1000 rupees not brought to account.
034,Jun 27th 1632, Mr. Bixe and Mr. Muschamp were fined 500 each for their private trade.
034,Jul 4th 1632, Their fines were later reduced to 200 each.
034,Jul 4th 1632, A letter from the President and Council~ dated January 25~ 1632~ states that George Gosnell brought up to Surat 60 barrels of quicksilver for himself and others.
034,Jul 4th 1632, Bunter’s estate was required to be detained until the arrival of the ship Mary~ as he had passed an unjust account at Masulipatam.
034,Jul 4th 1632, Robinson~ late purser of the Swallow~ Benjamin K.~ and others were advised in a letter dated February 9~ 1632~ as follows: Gyles Waterman~ late master of the Admiral~ while at the Bay of St. Augustine~ gave without order to Willebrand~ commander of the Schraven Waagen~ 100 loaves of bread~ 3 bushels of peas~ neat’s tongues~ and various other necessities and provisions. These supplies had already been previously spared from the fleet's stores.
035, NA, That he lavishly expended the ship's provisions at visits upon his own particular friends to gain applause. The imperious boatswain refused to give the delivery of stores to the purser. Dutch of express That the master beat the purser for refusing to deliver the keys of the hold to be kept by the master. That John Wilde~ steward~ was often drunk~ kept no good account of expenses of stores~ came short sometimes 30 gallons in the account of a butt of sack~ etc. The master shall command the firing of 3 pieces to salute The James & 11 for the Earl of Denbigh. Many of the men were distempered with drink. Mr. makes governor's mate Penwarden & 5 guns to salute the Mary~ whereof: in the game came 13 more or 4. The ship found Lambert the author of all the mischief. Per letter dated the 12th of August 1633~ Mr. Miller advises as follows: Grade as quicksilver & landed at Surat. Private Anno: 1632: did so damage the price of commodities at Surat~ that the Company's goods were carried on to Agra in hope of a better market~ but there also the market was forestalled by private men's goods sent up before the Company's~ whereof the Company's lay long unsold~ & at length were put off with great loss. 28 maunds of quicksilver~ sent up on deal by Nathaniel Mountney to Agra~ & 4 maunds of vermilion besides other goods for his own account: and the 50 ounces of Abashees & a great unknown quantity of Ryals belonging to Mr. Mountney & Joyce Gelacon with customs etc. Surprised by the Rajputs between Surat and Juytho and Swally~ besides other goods being the Company's return of private trade from Persia~ for recovery.
036, NA, for recovery whereof the Governor of the & recovered of the Rajputs with 300 horse went. 10 O: Mamothaes. John Leechland's house~ a receptacle for the chief of the factory~ where they spend their time and estates in wantonness. The said Leechland~ employed by the President & Council up to Agra~ in which journey he connived the Company of 3000 rupees. Mr. Mountney & Joyce~ coming from Leechland's house~ their heads full fraught with wine~ fell out with the Moors~ and in the fray~ a Moor was slain. Joyce~ apprehended for it~ was committed to irons for it 10 days~ and after great towardness~ pistasses released. This affirmed by Hunter in his relation August 20th~ 1633. The factors comport themselves very badly and take no care to pay the Company's debts~ in so much that the country people threaten to seize the Company's house & state. The Company's debt much increased by the factors taking up money upon the Company's credit & employing it for their own use in private trade~ extravagant expenses~ & prodigality. Thomas~ after the burning of the Charles~ complained of his loss & confessed himself indebted to one at Surat 120 mamothaes. He spends 20 rupees per annum to maintain a private woman~ besides daily allowance from the Company's table. Witness John Stone~ Vaker~ Joyce~ his salary being but £30 per annum. President Hopkinson sent home in the Blessing of Mr. Roberts 7 parcels of goods to his wife and is complained of by Mr. Mountney's lie for some concerns. We have also sent home in the James Richard Barry's certain goods~ the quantity and quality unknown.
037, NA, Nathaniel Mountney sent home to his father certain commodities~ for which Mr. Barry sealed a bill of 189 for the use of his father. Mr. Skibbowe took up great sums at Surat~ which the Company is likely to pay~ and for other men in the like case. Mr. White and Mr. Barry~ well affected to private trade~ can relate all passages touching the same. Mr. Barry knows to whom the 72 bales of private trade seized at Bantam belong~ for he showed an invoice of them to the said Miller. President Rastell and Courthope purchased a junk for trade to the Red Sea and Persia. Captain Pynn~ Commander~ and Richard Pighane~ Purser of the Excellency~ to be questioned at their coming home~ containing 190 bales private trade carried in that ship. So words attested by Mr. Willoughby and Mr. Hunter. Relation of private trade~ August 20th~ 1633~ from Surat to Cambay: P. Hunter D. Wall~ minister: 25 bales William: 36 bales Henry Glascock: 160 bales Nathaniel Mountney: 136 bales Nathaniel Wyche: 15 bales Thomas Joyce: 16 bales John Sherland: 5 bales Richard Barnaby Edward Knipe: 100 bales Owners unknown More orders provided at Ahmedabad for the account of Nathaniel Mountney~ Nathaniel Wyche~ Thomas Joyce~ Henry Glascock~ Mountney~ and others as follows: Wyche: 15 bales Cannekins~ contents per bale is 225. 2 corge at 18.25s per corge: 4050 Rs. 18 Ardeas~ contents 10 corge per bale is 180. Corge at 30 Th. per corge: 5400 Rs. 20 Birams~ contents 10 corge per bale is 200. Corge at 35 per corge: 7000 Rs.
038,NA, Relation for the account of Nathaniel Mountney and others before named.
038,NA, 112 bales of red scales containing 20 corge per bale~ totaling 120 corge~ at 38 Rs. per corge~ amounting to 4560 Rs.
038,NA, 20 bales of Taxeechindas containing 15 corge per bale~ totaling 300 corge~ at 7 Rs. per corge~ amounting to 2100 Rs.
038,NA, 20 bales of chintz containing 10 corge per bale~ totaling 200 corge~ at 25 Rs. per corge~ amounting to 5000 Rs.
038,NA, In total~ the bales contained 1225 corge~ costing 28110 Rs. of eight.
038,NA, These goods were brought down from Ahmedabad to Surat by Mr. Thimilbee in 19 carts.
038,NA, The relation further advises that 25000 rupees were paid out in Surat to several Persian merchants bound overland with gold to Masulipatam~ to be returned in trade.
038,NA, John Norris invested in private trade against the Mary that arrived there~ a practice also followed in Anno 1630~ as per Richard Barry's relation.
038,NA, Ralph landed goods from Surat to Persia~ including 16 dippers of green ginger~ 10 bales of ungar~ and 9 bales of narrow bastas.
038,NA, These goods were reported to the Discovery and Reformation.
038,NA, John Norris sent Richard Barry in the Great James from Surat to Persia with 4 bales of narrow bastas and 6 bales of cloth from Surat to Bantam.
038,NA, Henry Glascocke sent goods from Surat to Persia~ including 12 bales of white bastas containing 20 corge~ 1 bale of blue bastas containing 8 corge~ and 1 bale of allegoes containing 8 corge.
039,NA, Anthony Verneyworthy delivered to John Skibbowe 532 in gold and Rs. belonging to the estate of Sir Fredois~ deceased.
039,NA, A great estate of Arthur Huffield and Gregory Clement was also delivered by Verneyworthy to Skibbowe.
039,NA, John Bangham and Richard Barry to be questioned upon their return regarding the same.
039,Sep 4th 1633, Ric Barnaby~ Edward Knipe~ and John Sherland~ private traders~ were ordered to be sent home.Their private trade was proven: Ric Barnaby’s by a sixth statement to Master Hunter~ Edward King’s by his letter of January 11~ 1631~ and John Sherland’s by his letter of January 16 to Hunter.Captain Swanley complained that he was not permitted to account for the ship’s expenses~ and Captain Weddell refused to redress the issue. Captain Weddell was also complained of for firing 100 pieces of ordnance when the Governor of Surat boarded the Dutch ships but refused to board the English due to debts at Surat. Dunning on the Jewel engaged in private trade~ including 6 cwt of pepper in 12 bags~ cassia lignea in 2 cwt~ 1 roundlet of cloves weighing 50 lbs.~ and 1 small bag of mace and cloves weighing ¼ cwt. Mr. Rastell and Gourdas~ according to Mr. Hunter’s relation~ purchased a junk and freighted it for Cambay with goods worth 7500 Rs.
040,Sep 26th 1635, 31 fardles of Nathaniel Wyche sent for Cambay~ as appears by Mr. Chew's private book. 500 Rs. ordered to be charged upon the account of the gunner of the Swan for killing a man at Macassar by a bullet carelessly shot into the town. Mr. Ralph Stave was discharged from that fine because he gave command to draw the bullet. The gunner's name was Thomas Nelson.
040,NA, Collections out of consultations held in Bantam after President Willoughby's arrival there: Christopher Reade was chosen the fifth man of the Council but refused to assist in any place inferior to the one he had been in~ which was second. He also refused to subscribe to the publication of President Willoughby's authority~ as he had done to the late Agent and Council~ as per the consultation on September 26~ 1634. Christopher Reade also refused to go as chief to Endragery. His service profits the Company little~ being careless of their affairs~ as per the consultation on October 11~ 1634. 12 bales of private trade landed out of the said ship.
040,NA, William Fravour and Debte were entrusted to sell them~ but upon examination~ they concealed the proprietors~ as per the consultation on November 4. Agent Linge has in the Speedwell an adventure of 622 Rs. on the Coast. Post Fleming is his partner~ as per the consultation on November 18~ 1634.
040,NA, Richard Popkins~ master of the Comfort~ private trade~ etc.: 35 bags of long pepper~ weight 18.4.27~ 2 bags of sanguis et draconis~ weight 1.3.7. As per the same consultation.
041,NA, Christopher Reade improperly cleared debts due to the Company to the amount of 1430 Rs.~ which is to be charged to his account~ as per the consultation in November 1634.
041,NA, 638 Rs. 8 annas for private trade due from George Willoughby~ from George Zimppr~ as per the consultation in December 1634.
041,NA, John Kingston~ a private trader~ is noted for 2 bales of cloth taken to the Company’s account~ for which he received 550 Rs. of eight~ as per the consultation in October 1634.
041,NA, Richard Barnaby charged to the account more customs and expenses than he paid. 1000 Rs. more than Mr. Barnaby’s account of cash mentions~ delivered by him to the President~ as per the consultation in October 1634.
041,NA, 96 bahars of pepper remain to be satisfied by Mr. Barnaby~ as per the same consultation. The 12 bales landed out of the Hart belonged to William Swaule~ Thomas Hartnoll~ his mate; William Richardson~ boatswain; John Kendall~ gunner; Arthur Henderson; Robert Lewis~ midshipman; Luke Wood~ gunner's mate; and Cornelius Candish. The value was 1177 Rs. of eight. The goods were taken to the Company’s account at the prime cost~ as per the consultation in January 1634.
041,NA, Richard Barnaby is indebted to the Company for 1798 Rs. of eight but denies owing anything~ alleging the goods missing were stolen. However~ he could not specify how~ where~ or by whom~ nor did he have anything to satisfy the debt~ as per the consultation in January 1634.
041,NA, Afterward~ he paid 875 weight of Sumatra gold~ 81 pieces~ and 15 annas in cash~ which he confessed to belong to the Company’s estate. Later~ he paid 457 Rs. and 250 annas~ as per the same consultation.
041,NA, He gained at Andrapoura 16 chahars and 6 cattres of pepper by false weight and entered it in his account as purchased. Additionally~ he presented unjust parcels in his journal.
Item 042:




042, NA, Barnaby of the said reference to the Company was censured to pay 1046 Rs. 58 annas. 
042, NA,He let out to Cheshire 91 Rs. of the Company’s money. 
042, NA,Dismissed from the Company’s service~ and his pages to end on January 26~ 1634. 
042, NA,Thomas Sankey Baylor was censured to lose 4 Rs. in wages for absenting himself from the ship Swan~ as per the consultation. 
042, NA,Christopher Reade~ during his time at Jambi~ incurred debts to the value of 40 Rs. His place as Chief was offered to Fleming for 20 Rs. of eight~ being paid out of the Company’s cash. The debts found were above 20~000 Rs. of eight. Two parcels of cloves belonging to Christopher Reade were sent upon the James to Surat. Refer to Barry’s note of private trade. 
042, Oct. 1635: 10 Rs. of the debt of Meyer Mulke, totaling 31 Rs.~ were to be charged upon Mr. Beyne’s account~ being due for customs of his private trade~ quicksilver~ etc. 
042, NA,Robert Loftus’s debt to the Company was to be charged upon Mr. Heyne’s account~ as Mr. Heyne and he were partners in private trade~ as affirmed by Mr. Cooper on December 4~ 1635. 
042, Nov. 6th 1635, From Bantam~ November 6~ 1635~ Christopher Reade was suspected of deceiving the Company by taking allowance for overweight pepper bought by him at the Court of Sumatra. 
042, NA, Richard Barnaby confessed to having done so to the amount of a sixth part of the ship’s loading in the following year after Reade was there.




043, NA, Christopher Reade sold his place to Fleming~ as previously noted. 
043, NA, The shortage of weight in the Excellency's pepper was imputed to the officer who was chief at Jambi when the pepper was bought. A pecul of 132 China pepper was charged to Schlorvyth. A dispute occurred between shareholders regarding the arrival of 122 peculs instead of 120. 
043, NA, The Coast Factory is to be questioned for wasteful buying and poor sorting of Bengal cloth. 
043, NA, Christopher Reade made unusually small profits on the Excellency's cargo of rangasoon. 
043, NA, The Coast Factory was blamed for failing to send returns to Bantam on time~ sending only half of what they should~ and for making large investments and freighting ships for Persia~ which significantly hindered the Southern trade. They also took money at interest of 30% per annum. 
043, Oct 25th 1633, Silk goods valued at 130 Rs. 5 annas 4 paise were sent home by Christopher Reade via Mr. Smyth and were appraised by Mr. Young. They were credited to his brother Reade~ with the proceeds deposited into the Company’s accounts. At Bantam~ on January 31~ 1635~ Christopher Reade was censured in consultation to return the funds exacted at Jambi and to pay them in England at 8% per 1000 Rs. He was also fined 2000 Rs. for that offense and ordered to lose his wages from the time of the said abuse until he paid the said money. The silk goods sent from Macassar were exchanged for goods belonging to John Russell.




044, NA, A bale of Christopher Reade's goods was sent home upon the Reformation~ which had formerly been sequestered for satisfaction of the 3000 Rs. of eight. 
044, NA, His Coast employment was suspected~ but not proven against him. 
044, NA, Christopher Reade~ for setting the property of the Jambi factory~ was censured at 3600 Rs. of eight and lost his wages from May 1634. 
044, NA, He refused to submit but slighted the proceedings of the President and Council~ daring them to do their worst~ as if encouraging others to offend and disregard authority. 
044, NA, He continues private trading and sent goods on the Comfort for Macassar against Company orders. As per consultation~ the goods listed in the inventory were confiscated on January 12~ 1635~ for this offense. 
044, NA, Since selling his position~ he has done no service to the Company worth noting~ but rather caused hindrance~ as per the consultation in June 1635. 
044, NA, The purpose of his assignment to Jambi was to clear his account of 1433 Rs. of eight~ charged to his account per consultation on January 27~ November~ and January 16~ 1634. He was also tasked with recovering debts incurred there by him~ which he returned on the ship Comfort without mentioning what he had done in the recovery of the said debts. 
044, NA, He complained of being detained against his will~ yet privately desired to stay for years to see the upbringing of his child.




045, NA, Letters from Jambi on the ship Comfort. Reade’s account cleared of 1433¾ Rs.~ as noted in the register. William Pearce is to be charged with the amount~ which seems contrary to reason (because Pearce faithfully delivered all remains) and contrary to the formal advice of April 30~ 1635~ as recorded in the factory’s register. For this inconsistency and conflicting report of sums given at Jambi~ his account is not cleared~ but the matter is referred to the Company’s censure. The Company ought to have satisfaction for the amount lost from their estate.
045, NA, The factors at Jambi behaved poorly~ but not as poorly as Christopher Reade~ who placed them in their positions by writing to the Resident and Council.
045, NA, For these indirect proceedings~ Christopher Reade was sent home as a prisoner in May 1637. 
045, NA, From Spalsau~ May 12~ the writer’s name is unreadable. 
045, NA, William Hall~ Philip Dickenson~ and Thomas Griffith~ factors~ were accused of keeping Armenian women as their wives under license from the Deroga of Julfa. They maintain these women at high costs~ leading to great waste of their means. When these factors die~ their debts are charged to the Company. 
045, NA, They bring their wares into the Company’s house~ where they keep them for weeks at a time~ especially in winter~ causing excessive use of wood (an expensive commodity) and frequent drinking. This results in great hindrance to the Company’s affairs. This was confirmed by Bath Lee and is noted in his report.




046, NA, Nicholas Gove~ an omniscient man~ was accused of having an Armenian woman as his wife by license~ even though he has a wife and children in England. 
046, NA, He went out as a gunner and yet provides allowance to two wives. He is said to be worth over 300 Tomans. 
046, NA, He carelessly expended the Company’s money on his journeys to Quilon and back~ riding from place to place unnecessarily and spoiling the Company’s horses. 
046, NA, In February 1634~ upon arriving at port~ the said Gove~ along with Philip Dickenson~ James Corbett~ Robert Manley~ and others~ went to gamble in Mr. Griffith’s chamber~ where Ball lost~ among other sums~ 24 Tomans of the Company’s money— 5 or 6 to Gove and the rest to others. 
046, NA, Philip Dickenson was found to owe 200 Tomans to the Company. 
046, NA, Christopher Fleming gained 1500 Rs. by purchasing the place from Christopher Reade. Fleming is to be charged with the amount and to be questioned upon his return. 
046, NA, As per a letter from Mr. Cartwright from Masulipatam~ Jan. 24th~ 1636: Thomas Colly~ John Powell~ and Robert Littler were all found in the Company’s debt. Colly~ being poor~ made use of the Company’s means. Powell and Clarke were significant private traders~ and that was the cause of Powell’s and Littler’s debts to the Company. 
046, NA, A letter from Surat by Jonas~ received Aug. 9th~ 1638: Abel Druce~ deceased~ was found indebted to the Company. Thomas Smith~ the accountant~ is to ensure that Joseph Keeling and their estates are settled for the Company’s satisfaction.




047, NA, A letter from Jarc Bantam~ dated Dec. 5th~ 1637~ signed by President Johnson and others: The Coast Factory was blamed for not complying with orders and advice from Bantam. They sent new sorts of cloth that would not sell~ or that were so coarse and expensive they scarcely yielded the prime cost. Thomas Clarke was blamed for not sending the consignment but only an abstract~ which was very imperfect. The President~ especially~ and the factory at Surat were blamed for neglecting supplies for the Southern trade. Despite repeated advice from the Company and Bantam~ these requests were wholly neglected. A list of cloth was sent to them~ along with advice for slaves from Sir Lawrence~ stating that these were more needed than goods. However~ no supplies of either were sent. Thomas Lenning was complained of for employing 1524 Rs. of the Company’s money for his own account. Of this~ 1602 Rs. were seized by the factory at Macassar~ leaving a balance unsatisfied. This included 922 Rs. in private trade and 494 Rs. entrusted to Raywansadee~ with nothing to show for it. Penkevill was entertained by Mr. Willoughby for Achein and entrusted with a debt of 4257 Rs. 25 annas 15 paise~ along with a cargo worth 13~208 Rs. Lenning was sent on the ship Hopewell to procure pepper for the said estate and load a ship for Europe. He has given no account of the employment~ using dismissive words~ claiming he was not made second at Bantam~ and not capable of performing the role. The estate of Christopher Fleming is due to answer for the surplus of pepper purported to be laden above ship parts~ and Ivy is involved therein. Mr. Pinson used the Company’s estate for his own profit~ though his estate was deposited to cover this. Mr. Coulson similarly used the Company’s estate for his own benefit. His estate in the Company’s possession must answer for his errors.






048, NA, The factors at Jambi were accused of stealing. 
048, NA, John Tuesley and the factors at Banjarmasin were complained of for landing such a large capital without orders~ amounting to 10~000 Rs. of eight. They laid the goods on bales in open view without any defense~ and entrusted the same to the natives without any security. Only 60 tons of pepper and 2000 Rs. were received as part of the cargo. No satisfaction could be obtained except through a bond to the Company. Penkevill ran away in a prow to Macassar. 
048, NA, Mr. Isson was accused of drinking~ swearing~ and gambling~ and of inveigling others into similar behavior~ as was common in Macassar. Factors at Japara and other places~ through their debauchery~ caused the loss of lives~ including Hurst~ Walmesley~ and Lorde. 
048, NA, A letter from Persia~ Jul. 1637~ overland: Thomas Gibson was charged with lending the Dutch 4000 Tomans of the Company’s money when the Company had need of it. 
048, NA, A letter from Captain Cartwright~ Sep. 20~ 1637: Richard Hudson was charged with the loss of a wedge of gold worth 300 pagodas. G. Pinson and T. Clarke were also charged by Mr. Cartwright with having lost a wedge of gold and a bar of silver worth 300.
049, NA, The packet of letters sent from Mr. Robert Yonge to Mr. Gibson has come into Mr. Methwold's hands~ who detains them until his own return~ as per Mr. Money’s letter to Mr. Markham. This is to be remembered upon Mr. Methwold’s return. 
049, NA, At Armagon~ a significant private trade is reported as per a letter by the Hopewell. 
049, NA, Mr. Willoughby is indebted to the Company for 400 Rs. 
049, NA, John Johnson~ an ill-behaved and disordered president~ is referenced in William Johnson’s letter. 
049, NA, Thomas Lenning is indebted to the Company for 160 Rs. more than his entire estate is worth.
050, Sep 20th 1636, A letter dated September 20~ 1636~ signed by Gevald Bruson~ Thomas Clarke~ and Richard Hudson~ was sent to the Company~ accusing Ralph Cartwright as follows: Mr. Ralph Cartwright took passage for Bantam on the Speedwell. Due to some differences in accounts~ he was sent back to perfect them. 
050, Oct 17th 1637, From G. Pinson and T. Clarke to the President and Council at Bantam: It is advised in the books that Mr. Cartwright is indebted to the Company for willful neglects and questionable practices in his accounts. As shown in the abstract sent to Bantam~ it was requested that he be sent to England along with the book of copies of wills and inventories. To satisfy part of this debt~ the Coast has seized two bales of Mr. Cartwright’s goods. Satisfaction for the rest is referred to England. If nothing is found at Bantam~ additional seizures will be made. He is permitted to leave for England on the first ship~ having spent too much idle time at Bantam to the disrepute of himself and others. 
050, Oct 1st 1636, From G. Pinson and T. Clarke to Bantam: Mr. Cartwright was examined regarding dead men’s estates in his hands~ submitted an account~ and delivered it. It appeared that he owed 4~483 rupees. Additionally~ in the Petapoly accounts~ he owes 180 more than previously advised~ which should have been settled long ago. Mr. Cartwright is considered a disparagement to the English and the Coast due to his extravagant behavior. Rud Binson is indebted to the Company for 214 pagodas or £107 sterling for 85 double riders. Padre Hall’s estate is not to be paid to his friends because his accounts are not cleared at the Coast.
051, Dec 5th 1637, From a letter from Bantam: Thomas Lenning was indebted to the Company for 922 Rs. and 494 Rs. in goods~ claimed to have been entrusted to Raywansadeepau~ but denied by him. Abel Donce was also indebted to the Company. Thomas Smith and their estates were to remain in Joseph Keeling’s hands until the business was resolved~ as per Mr. Skarbinsie's report. 
051, Dec 31st 1638, Robert Coleson~ two days before his death~ confessed to Mr. Henry Johnson that a large surplus in his account of cash properly belonged to G. Pinson. He requested that they let him enjoy it~ producing his cash book~ and asked them to enter therein 1500 Rs.~ 25 annas~ and 8 paise. This was not brought to account. After Coleson’s death~ the two Johnsons~ now secretaries~ shared Pinson’s money between themselves. Henry Johnson~ in December~ received 500 Rs. from William Johnson and gave a receipt. On January 7~ he received another 500 Rs.~ altered the date of the first receipt to match the latter date~ and issued only one receipt for the sums. William shortly after discovered this and questioned Henry about it. Henry then disclosed the concealment of Pinson’s money~ as per the consultation in book N: K. 15 bales of Tuckarees brought by William Johnson from the West Coast were missing~ for which he must be answerable to the Company.
052, NA, Before his death~ Colson set aside 250 Rs. of the Company’s money to cover his funeral charges. William Johnson took this money from Colson’s cabinet~ made Colson a debtor for his burial~ and did not record the 250 Rs. or any part of it. Despite this~ Johnson’s own servant testified to the contrary. Johnson is to be held accountable for the full amount. 
